CustomerID,Recency,Monetary,Frequency
13989,65,1266.08,2
13990,213,311.30,1
13991,12,850.63,7
13992,30,76.80,1
13993,32,3409.66,12
13994,3,2313.14,6
13995,15,1383.49,6
13999,10,3865.26,15
14000,206,633.71,2
14001,45,2030.33,4
14002,134,529.73,2
14004,43,4582.64,7
14005,9,2874.72,5
14006,115,962.19,3
14009,198,685.93,3
14012,277,328.80,1
14013,110,473.02,3
14014,77,505.18,1
14015,52,917.34,1
14016,154,4328.46,5
14019,46,1398.96,4
14020,16,642.80,2
14021,155,631.90,3
14022,225,440.00,1
14023,7,584.07,2
14024,121,327.70,2
14027,60,104.82,1
14029,63,467.66,2
14030,18,2360.09,8
14031,7,14634.64,23
14032,2,2929.84,18
14034,22,512.02,4
14035,28,1428.02,5
14036,284,626.65,1
14037,176,147.20,2
14038,78,1554.48,4
14039,33,152.20,1
14040,40,3542.19,15
14041,266,141.41,1
14044,26,652.82,4
14045,109,1659.75,4
14046,284,154.99,1
14047,8,1290.01,7
14048,277,375.13,2
14049,16,5639.15,6
14050,31,746.36,2
14051,0,15477.34,26
14052,19,225.36,1
14053,124,260.25,2
14054,65,92.46,1
14055,106,725.64,1
14056,1,8124.40,29
14057,23,6147.40,18
14059,266,183.60,1
14060,4,6135.38,20
14062,9,10464.85,12
14064,29,1188.32,7
14066,266,152.55,1
14067,63,374.70,2
14068,320,265.85,1
14071,3,1307.41,9
14073,21,139.54,2
14075,4,942.26,3
14076,129,122.47,1
14077,40,499.42,5
14078,101,1049.37,6
14079,124,375.10,1
14080,32,45.60,1
14081,267,904.67,4
14082,364,182.25,1
14083,4,1018.43,9
14085,2,4435.79,19
14087,2,181.67,2
14088,10,50415.49,14
14089,56,161.00,1
14090,324,76.32,1
14092,7,4063.10,17
14093,12,442.85,1
14096,4,57120.91,34
14098,36,147.35,1
14099,16,3092.97,12
14100,137,194.90,1
14101,73,5976.79,6
14102,5,1314.73,8
14104,154,216.21,2
14105,85,1260.33,2
14107,51,2688.48,8
14108,30,594.16,3
14109,23,80.20,2
14110,3,5669.65,13
14111,14,688.60,5
14112,22,2774.17,12
14113,3,1377.92,8
14114,273,386.53,2
14116,19,1382.74,5
14117,143,90.00,1
14119,354,-19.90,1
14121,3,2740.30,6
14124,84,419.58,1
14125,10,2740.43,3
14126,7,643.63,4
14127,122,709.71,3
14128,60,637.50,2
14129,1,1123.86,5
14130,319,483.86,1
14132,2,3580.13,12
14133,129,590.34,5
14135,1,4690.31,15
14138,1,982.38,2
14139,46,415.82,1
14140,3,920.05,3
14141,2,879.03,6
14142,373,311.81,1
14143,133,115.80,1
14145,46,3148.20,5
14146,8,2949.57,6
14147,49,468.40,3
14148,233,157.20,1
14149,212,259.43,3
14150,35,658.64,2
14152,75,611.09,3
14154,239,1345.62,2
14155,266,118.75,1
14156,9,113384.14,66
14157,19,400.43,3
14158,40,507.66,1
14159,19,4678.30,14
14161,215,1110.52,3
14162,173,289.36,2
14163,87,2445.91,4
14164,70,1631.77,2
14165,275,122.54,1
14167,39,574.84,4
14171,98,363.79,1
14173,10,450.84,4
14174,33,134.46,1
14175,51,3108.06,7
14176,297,574.00,5
14177,84,554.46,5
14178,8,1620.93,7
14179,40,719.78,2
14180,10,4640.77,31
14184,66,452.89,1
14185,331,197.65,1
14188,8,2018.91,10
14189,2,4604.31,24
14191,1,4660.01,14
14193,67,853.39,2
14194,4,11216.75,32
14195,201,962.70,3
14196,106,335.52,1
14198,4,663.50,7
14199,218,185.40,1
14201,60,688.04,9
14204,2,161.03,1
14205,10,218.78,4
14206,239,308.26,2
14208,94,151.74,1
14209,10,2067.13,7
14210,91,1900.89,7
14211,53,2208.30,13
14212,89,1070.48,1
14213,371,-1192.20,1
14214,30,1000.23,7
14215,11,1777.92,7
14216,3,1839.30,4
14217,1,1925.36,24
14218,42,169.48,1
14219,4,89.94,1
14220,247,632.40,2
14221,42,3427.85,10
14222,177,683.17,1
14223,92,975.23,4
14224,110,1050.12,4
14226,28,2201.64,7
14227,26,3315.71,15
14229,51,1450.60,5
14231,179,822.06,5
14232,31,2043.93,8
14233,43,1447.51,5
14234,22,775.46,4
14235,10,3093.86,6
14236,80,490.86,2
14237,373,161.00,1
14238,326,146.85,1
14239,43,2323.50,13
14240,30,890.34,2
14241,183,213.70,1
14242,234,280.55,2
14243,8,2535.88,14
14245,176,1677.48,5
14246,110,1474.06,3
14247,278,136.77,1
14248,318,302.58,1
14250,7,1904.05,3
14251,1,2879.70,5
14256,254,935.06,3
14257,51,3087.27,6
14258,9,12650.08,10
14259,141,120.00,1
14261,50,1163.45,2
14262,8,2618.23,8
14264,154,319.47,3
14265,109,530.18,2
14267,150,1279.09,7
14270,331,492.65,1
14271,225,112.32,1
14272,73,437.96,2
14273,51,559.97,4
14276,88,1019.39,5
14277,15,3957.00,4
14280,196,134.04,1
14282,3,3729.34,15
14284,30,578.45,3
14285,21,1910.01,4
14286,23,4595.81,5
14287,8,151.23,4
14288,212,413.85,2
14289,8,911.26,6
14290,11,2307.45,6
14291,1,3873.30,12
14292,7,4819.33,14
14293,3,1046.56,4
14295,40,154.70,2
14297,17,1284.06,6
14298,3,50862.44,45
14299,8,2855.35,18
14300,18,43.20,1
14301,107,632.04,2
14304,222,197.10,2
14305,71,1803.76,5
14306,51,2083.42,3
14307,88,2995.72,6
14309,8,2319.68,10
14311,225,229.71,2
14312,46,1611.59,6
14314,106,120.00,1
14315,21,2456.98,7
14317,64,508.58,1
14320,206,343.11,3
14321,10,1530.75,5
14323,114,574.26,4
14326,234,166.85,2
14327,163,311.65,1
14329,8,4928.74,14
14331,124,462.66,2
14332,22,866.31,3
14333,64,351.45,2
14334,16,2539.46,9
14335,16,468.26,2
14336,16,1614.91,4
14338,158,554.22,4
14339,234,289.91,4
14340,218,134.70,1
14341,45,2166.38,9
14342,21,607.71,6
14344,127,889.93,8
14345,38,108.98,1
14346,120,1021.58,2
14348,260,409.57,1
14349,10,133.50,1
14350,270,258.70,2
14351,164,51.00,1
14352,157,1078.96,4
14353,215,90.60,1
14354,5,163.62,2
14355,365,174.40,1
14356,60,666.94,4
14357,43,225.77,1
14359,19,882.58,6
14360,31,2128.23,4
14362,22,161.20,1
14364,108,3717.35,8
14367,8,9167.82,19
14368,319,155.00,1
14371,295,100.50,1
14373,358,76.55,1
14375,185,257.68,1
14377,191,617.05,2
14379,44,348.10,2
14381,52,202.68,1
14382,26,626.07,1
14383,38,1247.69,3
14385,9,202.11,3
14386,296,142.40,1
14387,32,1770.56,3
14388,8,3172.04,10
14389,8,999.72,5
14390,10,4592.47,13
14393,218,67.95,1
14395,2,3471.91,12
14396,65,487.99,2
14397,0,2556.68,23
14400,141,559.70,2
14401,4,4039.98,14
14403,130,1426.31,5
14404,33,1434.72,7
14406,119,156.75,1
14407,107,2111.08,9
14408,10,2606.53,7
14409,71,1908.25,7
14410,15,576.30,15
14411,310,1063.00,1
14412,35,761.33,3
14413,362,122.70,1
14414,91,1485.13,8
14415,1,5811.56,18
14416,22,490.22,2
14418,3,1937.25,3
14419,10,1058.06,6
14420,85,385.87,2
14421,57,813.11,2
14422,0,4263.64,6
14423,218,265.20,1
14424,17,322.08,1
14426,18,3918.90,16
14427,50,363.34,2
14428,7,1230.14,7
14431,298,397.76,2
14432,9,2255.51,6
14434,21,1372.80,6
14436,98,89.06,1
14437,143,-43.40,2
14438,306,131.90,1
14439,319,2661.24,1
14440,8,2357.68,5
14441,0,1545.14,10
14442,1,1544.62,5
14443,53,1400.88,7
14446,0,1039.58,4
14447,18,1163.23,5
14448,9,375.35,2
14449,18,907.10,4
14450,180,483.25,3
14451,60,662.59,2
14452,10,264.44,2
14453,190,119.93,1
14456,5,3047.63,14
14457,310,113.64,1
14459,155,1837.92,1
14460,110,383.34,4
14461,148,2103.06,3
14462,63,1965.90,15
14463,98,529.62,3
14465,246,1058.62,3
14466,29,2272.40,7
14467,17,598.76,4
14470,11,461.19,2
14472,103,1936.84,8
14473,74,234.34,2
14474,43,537.71,2
14475,71,799.82,6
14476,257,215.70,1
14477,19,1307.81,5
14479,253,316.25,2
14480,11,279.05,1
14481,164,636.51,2
14482,18,2068.15,6
14483,149,129.20,2
14484,50,321.92,1
14485,38,165.75,1
14487,26,1183.58,7
14488,51,1047.43,2
14489,207,463.38,1
14491,175,340.93,2
14493,7,2362.84,7
14494,25,139.56,1
14495,50,123.80,2
14496,311,538.81,2
14497,301,457.47,2
14498,42,1957.32,5
14499,26,815.32,3
14500,88,356.85,3
14501,64,190.31,3
14502,19,2351.02,14
14503,3,3543.26,6
14504,47,673.26,4
14505,17,5818.70,11
14506,17,2012.17,5
14507,23,1368.18,7
14508,22,276.42,2
14511,11,1267.41,6
14512,187,275.28,2
14513,100,438.49,4
14514,61,1055.35,3
14515,17,2102.09,6
14517,33,330.45,2
14518,64,174.37,1
14520,1,270.60,2
14522,24,974.54,4
14523,108,241.09,1
14524,31,1867.68,9
14525,8,4221.37,13
14527,2,7711.38,86
14528,37,364.22,1
14529,60,620.04,3
14530,25,2925.91,6
14532,236,932.85,4
14533,24,1812.62,9
14534,2,4075.35,25
14535,59,2841.09,4
14536,259,171.80,1
14537,57,355.56,1
14538,64,388.25,2
14539,15,537.48,2
14540,9,996.26,3
14541,58,1461.65,8
14542,185,103.25,1
14543,3,2916.17,21
14544,24,2024.45,2
14546,4,2487.02,9
14547,3,3986.74,9
14548,150,652.80,2
14549,311,289.24,1
14550,10,765.62,2
14551,18,186.23,2
14552,151,165.07,1
14553,19,859.27,5
14554,10,2381.04,4
14555,57,324.14,2
14557,64,0.00,2
14560,7,2174.18,24
14561,75,1080.76,3
14562,3,4709.22,22
14565,95,3073.77,6
14566,110,1432.00,1
14567,35,1524.46,3
14569,1,227.39,1
14570,280,218.06,2
14572,3,2803.69,10
14573,179,1603.72,13
14576,372,35.40,1
14577,12,859.71,4
14578,3,168.63,1
14581,16,138.60,1
14582,40,114.11,1
14583,5,1052.55,5
14584,169,1029.26,5
14585,50,157.05,1
14586,227,134.16,3
14587,18,1598.24,10
14589,371,39.75,1
14591,15,1447.14,4
14592,35,570.46,3
14593,21,617.99,3
14594,7,379.83,2
14595,19,1740.60,6
14597,11,883.15,2
14598,44,221.97,1
14600,305,393.33,1
14601,10,213.96,1
14603,274,660.00,1
14606,1,11713.85,128
14607,15,11341.10,17
14608,4,1785.15,4
14609,72,601.56,4
14616,242,406.08,3
14618,9,538.59,4
14619,239,379.51,2
14620,204,393.28,3
14621,1,1765.76,6
14622,184,320.58,1
14623,32,869.35,6
14624,57,225.85,2
14625,185,848.48,5
14626,8,2757.07,7
14627,311,-21.85,1
14628,91,671.96,2
14629,4,939.21,3
14631,50,1006.98,3
14632,262,114.56,1
14633,266,344.90,1
14636,36,609.85,2
14638,50,443.60,1
14639,52,2952.34,8
14640,15,2042.15,8
14641,21,110.46,1
14642,58,96.12,1
14643,170,668.61,3
14644,9,780.46,4
14645,156,597.09,2
14646,1,279489.02,77
14647,201,243.22,1
14649,4,1417.29,4
14651,67,654.60,2
14652,77,114.18,1
14653,1,1947.55,7
14655,3,1930.15,5
14656,169,291.05,2
14657,17,838.27,5
14658,5,247.15,2
14659,8,2456.53,12
14660,86,285.74,2
14661,26,107.95,1
14662,28,771.17,4
14664,19,637.89,2
14665,60,1258.38,7
14666,24,195.25,1
14667,10,9231.20,27
14669,241,1269.99,3
14670,280,411.53,2
14672,234,765.55,2
14673,3,1736.40,5
14675,16,604.75,1
14676,31,2543.24,8
14679,371,-2.55,1
14680,25,26932.34,23
14681,71,498.95,3
14682,187,52.00,2
14684,25,1236.28,5
14687,106,628.38,1
14688,7,5107.38,27
14689,208,112.80,1
14690,44,358.61,3
14691,30,2114.33,5
14692,137,582.05,5
14693,264,172.90,1
14696,4,2070.97,9
14697,218,188.61,2
14698,1,1250.76,5
14699,214,109.13,1
14700,32,2235.30,3
14701,10,2486.22,12
14702,1,3250.64,18
14703,14,318.17,1
14704,11,1546.91,9
14705,198,179.00,1
14708,2,1096.67,4
14709,15,4911.14,14
14710,14,606.13,4
14711,10,2838.20,12
14712,29,917.07,3
14713,9,2664.26,12
14714,24,160.19,1
14715,24,867.38,4
14716,43,329.68,2
14719,1,1592.18,6
14720,5,663.81,3
14722,147,187.92,1
14723,10,1158.30,6
14725,24,718.08,1
14727,274,268.58,1
14729,373,313.49,1
14730,1,2005.06,8
14731,47,380.02,3
14732,8,2686.34,10
14733,9,9451.54,15
14735,3,5807.69,34
14737,3,1164.55,3
14738,39,1289.94,9
14739,2,3899.10,8
14740,191,1423.21,4
14741,11,1400.34,6
14744,16,1088.53,9
14745,112,1167.16,6
14747,247,294.30,2
14748,29,1311.79,6
14752,43,389.64,1
14753,87,563.15,1
14754,44,638.05,2
14755,9,4965.38,12
14756,15,738.96,1
14757,75,420.50,1
14758,144,1484.06,4
14759,4,1625.97,3
14760,294,53.80,2
14761,58,255.90,2
14762,263,300.52,1
14764,43,250.55,2
14765,29,254.11,3
14766,8,2423.07,8
14768,17,139.50,3
14769,2,10641.60,10
14770,232,876.42,2
14772,112,139.26,1
14775,58,1011.90,3
14776,51,2195.58,13
14777,4,-17.45,2
14778,127,730.86,2
14779,280,386.15,3
14780,54,447.68,2
14782,319,200.10,1
14784,26,289.99,2
14785,10,77.40,2
14788,7,679.44,2
14789,28,197.64,1
14790,16,745.06,4
14792,63,0.00,2
14793,4,214.14,2
14794,2,1272.11,9
14795,166,131.45,1
14796,1,7839.51,27
14798,52,173.74,3
14799,51,157.70,1
14800,47,4236.34,16
14801,61,193.14,1
14803,162,845.55,3
14804,8,353.27,1
14805,15,554.65,4
14806,75,193.39,1
14808,39,2175.37,15
14810,40,2087.88,11
14813,369,155.43,2
14815,36,778.50,2
14816,197,271.85,1
14817,200,1110.34,2
14818,73,657.80,3
14819,64,272.07,2
14820,21,507.29,4
14821,366,48.80,1
14823,180,321.43,3
14824,10,1127.71,4
14825,3,2226.91,12
14828,196,2139.76,3
14829,29,644.65,6
14830,53,197.13,1
14834,17,1698.35,8
14836,10,102.45,3
14837,89,1641.20,5
14840,267,62.85,1
14841,53,3295.76,6
14842,35,2456.80,8
14844,63,3189.81,4
14847,148,309.40,1
14849,21,7904.28,28
14850,311,278.15,2
14851,23,511.35,2
14852,58,2836.69,6
14853,8,463.05,3
14854,78,2749.89,8
14855,119,645.65,2
14856,36,1311.38,3
14857,59,1165.65,3
14859,12,1352.04,5
14860,8,168.62,2
14861,52,125.79,1
14862,25,841.20,2
14863,29,266.76,1
14865,7,52.20,2
14866,10,14197.45,13
14867,185,701.33,4
14868,3,2939.64,9
14869,3,721.95,3
14870,261,327.25,1
14871,3,522.38,4
14873,210,519.68,1
14875,9,1448.72,5
14878,12,1485.54,9
14880,77,706.19,3
14881,19,255.40,1
14882,26,589.70,2
14883,18,756.64,7
14885,131,765.32,1
14886,252,364.80,1
14887,79,1862.00,1
14888,207,369.20,1
14889,336,135.90,1
14890,253,125.65,1
14891,148,554.38,2
14893,9,1237.85,2
14894,85,655.75,1
14895,7,11020.26,24
14896,204,468.77,2
14897,7,1366.38,4
14898,23,1228.32,8
14901,11,1414.99,10
14902,21,314.11,2
14903,21,2744.48,10
14904,2,1025.44,2
14905,154,599.90,3
14907,3,3478.85,10
14908,74,277.80,1
14910,2,389.86,7
14911,1,132572.62,248
14912,16,841.52,3
14913,35,1227.43,4
14915,85,258.83,3
14916,70,1264.84,5
14918,115,1610.15,2
14920,212,977.77,2
14921,30,1316.07,2
14923,50,749.10,1
14924,245,310.05,1
14929,32,223.88,1
14930,108,2372.86,3
14931,4,964.68,6
14932,365,363.53,1
14934,72,1888.84,3
14935,297,1784.71,1
14936,9,8117.42,9
14937,56,1617.63,4
14944,29,5842.95,14
14946,14,100.90,1
14947,72,290.82,2
14948,23,1066.57,7
14950,8,361.25,2
14951,79,311.69,1
14952,46,7912.79,15
14953,25,289.82,1
14954,12,336.17,1
14957,253,58.49,1
14958,147,499.68,3
14959,59,684.97,5
14960,8,221.27,2
14961,10,7006.58,12
14962,270,126.70,1
14963,9,1487.80,5
14964,247,206.21,1
14965,96,599.00,2
14966,14,191.32,1
14967,49,463.80,1
14968,30,147.59,1
14970,68,1592.06,4
14971,35,1116.57,3
14972,128,114.77,1
14973,107,1314.45,3
14974,37,114.39,1
14975,57,279.94,1
14976,57,765.86,8
14978,72,1931.42,5
14981,246,102.12,1
14984,19,213.27,2
14985,198,296.75,2
14987,15,326.40,2
14988,211,334.54,1
14995,38,233.23,2
14997,46,540.98,4
14998,170,429.87,2
15000,47,490.52,1
15002,115,1641.76,4
15004,147,1246.32,1
15005,15,6180.49,35
15006,51,502.09,1
15007,159,156.91,1
15009,12,1261.78,3
15010,35,308.94,1
15012,53,423.04,2
15014,43,260.17,2
15016,172,170.04,1
15017,33,125.58,1
15018,38,456.26,4
15019,266,266.00,1
15021,8,1872.28,13
15022,11,905.04,4
15023,3,6763.16,12
15024,9,1661.33,10
15025,33,377.01,1
15026,80,469.00,3
15027,30,1051.95,6
15028,8,627.13,4
15030,71,518.28,2
15031,4,668.14,4
15032,256,4464.10,5
15033,4,2571.02,11
15034,15,4277.66,11
15035,89,252.73,1
15036,72,465.55,3
15038,43,665.59,7
15039,9,19786.44,52
15041,170,180.35,1
15042,199,135.93,1
15043,31,537.00,1
15044,19,7629.38,22
15045,151,633.66,3
15046,9,5064.01,16
15047,269,343.62,1
15048,65,380.57,5
15049,273,121.17,1
15050,25,1727.17,5
15051,23,1391.61,3
15052,319,215.78,1
15053,4,697.79,3
15054,12,302.10,2
15057,275,1489.50,2
15058,25,2124.99,11
15059,40,1325.82,11
15060,8,303.09,4
15061,3,54228.74,55
